OCC_CODE,Commodity Title,Example
49-9097,Office suite software,Microsoft Office software
49-9097,Presentation software,Microsoft PowerPoint
49-9097,Spreadsheet software,Microsoft Excel
49-9097,Word processing software,Microsoft Word
49-9098,Electronic mail software,Microsoft Outlook
49-9098,Enterprise resource planning ERP software,SAP software
49-9098,Office suite software,Microsoft Office software
49-9098,Operating system software,Microsoft Windows
49-9098,Presentation software,Microsoft PowerPoint
49-9098,Spreadsheet software,Microsoft Excel
49-9098,Word processing software,Microsoft Word
49-9099,Computer aided design CAD software,Autodesk AutoCAD
49-9099,Electronic mail software,Microsoft Outlook
49-9099,Enterprise resource planning ERP software,SAP software
49-9099,Office suite software,Microsoft Office software
49-9099,Spreadsheet software,Microsoft Excel
49-9099,Word processing software,Microsoft Word
51-1011,Cloud-based data access and sharing software,Microsoft SharePoint
51-1011,Computer aided design CAD software,Autodesk AutoCAD
51-1011,Data base user interface and query software,Microsoft Access
51-1011,Electronic mail software,Microsoft Outlook
51-1011,Enterprise application integration software,Extensible markup language XML
51-1011,Enterprise resource planning ERP software,SAP software
51-1011,Office suite software,Microsoft Office software
51-1011,Presentation software,Microsoft PowerPoint
51-1011,Project management software,Microsoft Project
51-1011,Spreadsheet software,Microsoft Excel
51-1011,Time accounting software,Kronos Workforce Timekeeper
51-1011,Word processing software,Microsoft Word
51-2011,Electronic mail software,Microsoft Outlook
51-2011,Enterprise resource planning ERP software,SAP software
51-2011,Office suite software,Microsoft Office software
51-2011,Spreadsheet software,Microsoft Excel
51-2011,Word processing software,Microsoft Word
51-2022,Electronic mail software,Microsoft Outlook
51-2022,Enterprise resource planning ERP software,SAP software
51-2022,Office suite software,Microsoft Office software
51-2022,Spreadsheet software,Microsoft Excel
51-2022,Word processing software,Microsoft Word
51-2023,Computer aided design CAD software,Autodesk AutoCAD
51-2023,Enterprise resource planning ERP software,SAP software
51-2023,Office suite software,Microsoft Office software
51-2023,Spreadsheet software,Microsoft Excel
51-2023,Word processing software,Microsoft Word
51-2031,Computer aided design CAD software,Dassault Systemes SolidWorks
51-2031,Enterprise resource planning ERP software,SAP software
51-2031,Office suite software,Microsoft Office software
51-2031,Spreadsheet software,Microsoft Excel
51-2031,Word processing software,Microsoft Word
51-2041,Electronic mail software,Microsoft Outlook
51-2041,Office suite software,Microsoft Office software
51-2041,Spreadsheet software,Microsoft Excel
51-2041,Word processing software,Microsoft Word
51-2051,Spreadsheet software,Microsoft Excel
51-2051,Word processing software,Microsoft Word
51-2061,Office suite software,Microsoft Office software
51-2092,Computer aided design CAD software,Autodesk AutoCAD
51-2092,Electronic mail software,Microsoft Outlook
51-2092,Enterprise resource planning ERP software,SAP software
51-2092,Office suite software,Microsoft Office software
51-2092,Presentation software,Microsoft PowerPoint
51-2092,Spreadsheet software,Microsoft Excel
51-2092,Word processing software,Microsoft Word
51-3011,Office suite software,Microsoft Office software
51-3011,Presentation software,Microsoft PowerPoint
51-3011,Spreadsheet software,Microsoft Excel
51-3011,Word processing software,Microsoft Word
51-3021,Electronic mail software,Microsoft Outlook
51-3021,Office suite software,Microsoft Office software
51-3021,Spreadsheet software,Microsoft Excel
51-3021,Word processing software,Microsoft Word
51-3022,Spreadsheet software,Microsoft Excel
51-3023,Office suite software,Microsoft Office software
51-3023,Spreadsheet software,Microsoft Excel
51-3091,Spreadsheet software,Microsoft Excel
51-3092,Office suite software,Microsoft Office software
51-4021,Electronic mail software,Microsoft Outlook
51-4021,Enterprise resource planning ERP software,SAP software
51-4021,Office suite software,Microsoft Office software
51-4021,Presentation software,Microsoft PowerPoint
51-4021,Spreadsheet software,Microsoft Excel
51-4021,Word processing software,Microsoft Word
51-4031,Computer aided design CAD software,Autodesk AutoCAD
51-4031,Electronic mail software,Microsoft Outlook
51-4031,Enterprise resource planning ERP software,SAP software
51-4031,Office suite software,Microsoft Office software
51-4031,Spreadsheet software,Microsoft Excel
51-4031,Word processing software,Microsoft Word
51-4032,Enterprise resource planning ERP software,SAP software
51-4032,Office suite software,Microsoft Office software
51-4032,Spreadsheet software,Microsoft Excel
51-4032,Word processing software,Microsoft Word
51-4033,Computer aided design CAD software,Autodesk AutoCAD
51-4033,Enterprise resource planning ERP software,SAP software
51-4033,Office suite software,Microsoft Office software
51-4033,Operating system software,Microsoft Windows
51-4033,Spreadsheet software,Microsoft Excel
51-4035,Computer aided design CAD software,Autodesk AutoCAD
51-4035,Enterprise application integration software,Extensible markup language XML
51-4035,Office suite software,Microsoft Office software
51-4035,Presentation software,Microsoft PowerPoint
51-4035,Spreadsheet software,Microsoft Excel
51-4035,Word processing software,Microsoft Word
51-4041,Computer aided design CAD software,Autodesk AutoCAD
51-4041,Computer aided manufacturing CAM software,Dassault Systemes SolidWorks
51-4041,Electronic mail software,Microsoft Outlook
51-4041,Enterprise resource planning ERP software,SAP software
51-4041,Object or component oriented development software,G-code
51-4041,Office suite software,Microsoft Office software
51-4041,Presentation software,Microsoft PowerPoint
51-4041,Spreadsheet software,Microsoft Excel
51-4041,Word processing software,Microsoft Word
51-4051,Office suite software,Microsoft Office software
51-4051,Spreadsheet software,Microsoft Excel
51-4052,Electronic mail software,Microsoft Outlook
51-4052,Presentation software,Microsoft PowerPoint
51-4052,Spreadsheet software,Microsoft Excel
51-4052,Word processing software,Microsoft Word
51-4061,Office suite software,Microsoft Office software
51-4061,Spreadsheet software,Microsoft Excel
51-4061,Word processing software,Microsoft Word
51-4062,Computer aided design CAD software,Autodesk AutoCAD
51-4062,Electronic mail software,Microsoft Outlook
51-4062,Spreadsheet software,Microsoft Excel
51-4071,Computer aided design CAD software,Dassault Systemes SolidWorks
51-4072,Electronic mail software,Microsoft Outlook
51-4072,Enterprise resource planning ERP software,SAP software
51-4072,Office suite software,Microsoft Office software
51-4072,Spreadsheet software,Microsoft Excel
51-4072,Word processing software,Microsoft Word
51-4081,Computer aided design CAD software,Autodesk AutoCAD
51-4081,Electronic mail software,Microsoft Outlook
51-4081,Enterprise resource planning ERP software,SAP software
51-4081,Office suite software,Microsoft Office software
51-4081,Operating system software,Microsoft Windows
51-4081,Spreadsheet software,Microsoft Excel
51-4081,Word processing software,Microsoft Word
51-4111,Computer aided design CAD software,Dassault Systemes SolidWorks
51-4111,Electronic mail software,Microsoft Outlook
51-4111,Enterprise resource planning ERP software,SAP software
51-4111,Office suite software,Microsoft Office software
51-4111,Presentation software,Microsoft PowerPoint
51-4111,Project management software,Microsoft Project
51-4111,Spreadsheet software,Microsoft Excel
51-4111,Word processing software,Microsoft Word
51-4121,Data base user interface and query software,Oracle Database
51-4121,Electronic mail software,Microsoft Outlook
51-4121,Office suite software,Microsoft Office software
51-4121,Operating system software,Microsoft Windows
51-4121,Spreadsheet software,Microsoft Excel
51-4122,Electronic mail software,Microsoft Outlook
51-4122,Enterprise resource planning ERP software,SAP software
51-4122,Office suite software,Microsoft Office software
51-4122,Operating system software,Microsoft Windows
51-4122,Presentation software,Microsoft PowerPoint
51-4122,Spreadsheet software,Microsoft Excel
51-4122,Word processing software,Microsoft Word
51-4191,Electronic mail software,Microsoft Outlook
51-4191,Enterprise resource planning ERP software,SAP software
51-4191,Office suite software,Microsoft Office software
51-4191,Spreadsheet software,Microsoft Excel
51-4191,Word processing software,Microsoft Word
51-4192,Computer aided design CAD software,Autodesk AutoCAD
51-4192,Office suite software,Microsoft Office software
51-4192,Presentation software,Microsoft PowerPoint
51-4192,Spreadsheet software,Microsoft Excel
51-4192,Word processing software,Microsoft Word
51-4193,Computer aided design CAD software,Autodesk AutoCAD
51-4193,Electronic mail software,Microsoft Outlook
51-4193,Spreadsheet software,Microsoft Excel
51-4193,Word processing software,Microsoft Word
51-4194,Computer aided manufacturing CAM software,Dassault Systemes SolidWorks
51-4194,Spreadsheet software,Microsoft Excel
51-5111,Desktop publishing software,Adobe InDesign
51-5111,Document management software,Adobe Acrobat
51-5111,Electronic mail software,Microsoft Outlook
51-5111,Graphics or photo imaging software,Adobe Photoshop
51-5111,Office suite software,Microsoft Office software
51-5111,Presentation software,Microsoft PowerPoint
51-5111,Spreadsheet software,Microsoft Excel
51-5111,Word processing software,Microsoft Word
51-5112,Desktop publishing software,Adobe InDesign
51-5112,Document management software,Adobe Acrobat
51-5112,Electronic mail software,Microsoft Outlook
51-5112,Enterprise resource planning ERP software,SAP software
51-5112,Graphics or photo imaging software,Adobe Photoshop
51-5112,Office suite software,Microsoft Office software
51-5112,Spreadsheet software,Microsoft Excel
51-5112,Word processing software,Microsoft Word
51-5113,Electronic mail software,Microsoft Outlook
51-5113,Office suite software,Microsoft Office software
51-5113,Spreadsheet software,Microsoft Excel
51-5113,Word processing software,Microsoft Word
51-6011,Data base user interface and query software,Property management system PMS software
51-6011,Office suite software,Microsoft Office software
51-6011,Operating system software,Microsoft Windows
51-6011,Spreadsheet software,Microsoft Excel
51-6011,Word processing software,Microsoft Word
51-6021,Spreadsheet software,Microsoft Excel
51-6021,Word processing software,Microsoft Word
51-6031,Electronic mail software,Microsoft Outlook
51-6031,Office suite software,Microsoft Office software
51-6031,Spreadsheet software,Microsoft Excel
51-6031,Word processing software,Microsoft Word
51-6041,Spreadsheet software,Microsoft Excel
